actual_explainer_model_a,actual_explainer_model_b,arm_a,arm_b,athlete_band,explainer_model_a,explainer_model_b,explainer_temperature_a,explainer_temperature_b,explainer_verified_a,explainer_verified_b,feature_gaps,fixture_id,generation_condition_a,generation_condition_b,match_distance,match_rule,old_quality_score_a,old_quality_score_b,pair_id,plan_a_id,plan_b_id,plan_days,race_phase,readiness,recovery_capability,score_a,score_b,score_bin,score_bin_a,score_bin_b,score_gap,source_model_a,source_model_b,source_temperature_a,source_temperature_b,structural_score_a,structural_score_b,structural_score_gap,structural_score_version
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 50.0, ""mean_day_minutes"": 19.286, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 135.0}","ab_A4__r_high__rc_high__ph_base","None","None","8.086","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0196","ab_A4__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s005","ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s009","7","base","high","high","92.0","92.0","92","92","92","0.0","google/gemma-3-4b-it","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 58.0, ""mean_day_minutes"": 40.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 1.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 281.0}","ab_A4__r_high__rc_high__ph_base","None","None","9.583","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0197","ab_A4__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s001","7","base","high","high","81.2","83.0","81","81","83","1.8","Qwen/Qwen2.5-7B-Instruct","None","None","None","81.2","83.0","1.8","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 4.0, ""mean_day_minutes"": 0.286, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 2.0}","ab_A4__r_high__rc_high__ph_base","None","None","4.126","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0198","ab_A4__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004","ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s011","7","base","high","high","94.0","94.0","94","94","94","0.0","google/gemma-3-4b-it","None","None","None","94.0","94.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 66.0, ""mean_day_minutes"": 37.714, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 264.0}","ab_A4__r_high__rc_high__ph_base","None","None","7.354","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0199","ab_A4__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005","ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s017","7","base","high","high","83.0","83.0","83","83","83","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","83.0","83.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 9.0, ""mean_day_minutes"": 1.286, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 9.0}","ab_A4__r_high__rc_high__ph_base","None","None","4.386","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0200","ab_A4__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s014","7","base","high","high","97.0","97.0","97","97","97","0.0","google/gemma-3-4b-it","None","None","None","97.0","97.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 37.0, ""mean_day_minutes"": 9.571, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 2.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 67.0}","ab_A4__r_high__rc_high__ph_base","None","None","10.271","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0201","ab_A4__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A4__r_high__rc_high__ph_base__prog__exp_t000__s012","7","base","high","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 5.0, ""mean_day_minutes"": 12.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 88.0}","ab_A4__r_high__rc_high__ph_peak","None","None","2.111","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0202","ab_A4__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s005","7","peak","high","high","97.0","97.0","97","97","97","0.0","google/gemma-3-4b-it","None","None","None","97.0","97.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 114.0, ""mean_day_minutes"": 50.286, ""n_active_days"": 2.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 2.0, ""total_minutes"": 352.0}","ab_A4__r_high__rc_high__ph_peak","None","None","22.326","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0203","ab_A4__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s001","7","peak","high","high","78.0","78.0","78","78","78","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","78.0","78.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 7.0, ""mean_day_minutes"": 10.0, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 70.0}","ab_A4__r_high__rc_high__ph_peak","None","None","1.74","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0204","ab_A4__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s019","7","peak","high","high","97.0","97.0","97","97","97","0.0","google/gemma-3-4b-it","None","None","None","97.0","97.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 46.0, ""mean_day_minutes"": 50.571, ""n_active_days"": 1.0, ""n_hard_days"": 2.0, ""n_long_runs"": 2.0, ""n_quality_days"": 2.0, ""n_rest_days"": 1.0, ""total_minutes"": 354.0}","ab_A4__r_high__rc_high__ph_peak","None","None","24.011","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0205","ab_A4__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s002","7","peak","high","high","80.0","79.571","80","80","80","0.429","Qwen/Qwen2.5-7B-Instruct","None","None","None","80.0","79.571","0.429","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 47.0, ""mean_day_minutes"": 27.286, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 191.0}","ab_A4__r_high__rc_high__ph_peak","None","None","14.306","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0206","ab_A4__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s003","ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s008","7","peak","high","high","97.0","97.0","97","97","97","0.0","google/gemma-3-4b-it","None","None","None","97.0","97.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 41.0, ""mean_day_minutes"": 33.0, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 231.0}","ab_A4__r_high__rc_high__ph_peak","None","None","10.1","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0207","ab_A4__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s003","ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s013","7","peak","high","high","80.0","78.714","80","80","79","1.286","Qwen/Qwen2.5-7B-Instruct","None","None","None","80.0","78.714","1.286","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 65.0, ""mean_day_minutes"": 32.429, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 227.0}","ab_A4__r_high__rc_high__ph_peak","None","None","12.489","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0208","ab_A4__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s004","ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s010","7","peak","high","high","97.0","98.286","97","97","98","1.286","google/gemma-3-4b-it","None","None","None","97.0","98.286","1.286","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 3.0, ""mean_day_minutes"": 30.857, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 216.0}","ab_A4__r_high__rc_high__ph_peak","None","None","4.997","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0209","ab_A4__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s017","7","peak","high","high","83.0","83.0","83","83","83","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","83.0","83.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 50.0, ""mean_day_minutes"": 43.857, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 307.0}","ab_A4__r_high__rc_high__ph_peak","None","None","14.017","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0210","ab_A4__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004","ab_A4__r_high__rc_high__ph_peak__prog__exp_t000__s016","7","peak","high","high","83.0","83.571","83","83","84","0.571","Qwen/Qwen2.5-7B-Instruct","None","None","None","83.0","83.571","0.571","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 57.0, ""mean_day_minutes"": 33.571, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 3.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 235.0}","ab_A4__r_high__rc_low__ph_base","None","None","15.511","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0211","ab_A4__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s004","7","base","high","low","76.0","77.571","76","76","78","1.571","google/gemma-3-4b-it","None","None","None","76.0","77.571","1.571","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 36.0, ""mean_day_minutes"": 14.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 102.0}","ab_A4__r_high__rc_low__ph_base","None","None","7.051","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0212","ab_A4__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s008","7","base","high","low","79.0","79.0","79","79","79","0.0","google/gemma-3-4b-it","None","None","None","79.0","79.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 7.0, ""mean_day_minutes"": 15.429, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 108.0}","ab_A4__r_high__rc_low__ph_base","None","None","5.609","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0213","ab_A4__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s003","7","base","high","low","84.0","84.0","84","84","84","0.0","google/gemma-3-4b-it","None","None","None","84.0","84.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 126.0, ""mean_day_minutes"": 54.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 382.0}","ab_A4__r_high__rc_low__ph_base","None","None","15.251","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0214","ab_A4__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s019","7","base","high","low","72.8","74.0","73","73","74","1.2","Qwen/Qwen2.5-7B-Instruct","None","None","None","72.8","74.0","1.2","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 57.0, ""mean_day_minutes"": 33.857, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 2.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 237.0}","ab_A4__r_high__rc_low__ph_base","None","None","17.557","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0215","ab_A4__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003","ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s002","7","base","high","low","84.0","83.143","84","84","83","0.857","google/gemma-3-4b-it","None","None","None","84.0","83.143","0.857","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 27.0, ""mean_day_minutes"": 14.286, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 1.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 100.0}","ab_A4__r_high__rc_low__ph_base","None","None","4.826","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0216","ab_A4__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004","ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s018","7","base","high","low","84.0","82.0","84","84","82","2.0","google/gemma-3-4b-it","None","None","None","84.0","82.0","2.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 119.0, ""mean_day_minutes"": 51.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 1.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 358.0}","ab_A4__r_high__rc_low__ph_base","None","None","12.563","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0217","ab_A4__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s013","7","base","high","low","78.2","79.0","78","78","79","0.8","Qwen/Qwen2.5-7B-Instruct","None","None","None","78.2","79.0","0.8","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 50.0, ""mean_day_minutes"": 6.286, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 44.0}","ab_A4__r_high__rc_low__ph_base","None","None","11.006","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0218","ab_A4__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003","ab_A4__r_high__rc_low__ph_base__prog__exp_t000__s011","7","base","high","low","89.0","89.0","89","89","89","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","89.0","89.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 7.0, ""mean_day_minutes"": 2.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 15.0}","ab_A4__r_high__rc_low__ph_peak","None","None","0.483","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0219","ab_A4__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s019","7","peak","high","low","84.0","84.0","84","84","84","0.0","google/gemma-3-4b-it","None","None","None","84.0","84.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 46.0, ""mean_day_minutes"": 49.857, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 349.0}","ab_A4__r_high__rc_low__ph_peak","None","None","17.897","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0220","ab_A4__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004","ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s002","7","peak","high","low","82.0","81.0","82","82","81","1.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","82.0","81.0","1.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 66.0, ""mean_day_minutes"": 19.286, ""n_active_days"": 0.0, ""n_hard_days"": 2.0, ""n_long_runs"": 0.0, ""n_quality_days"": 2.0, ""n_rest_days"": 0.0, ""total_minutes"": 135.0}","ab_A4__r_high__rc_low__ph_peak","None","None","12.406","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0221","ab_A4__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s000","7","peak","high","low","84.0","84.0","84","84","84","0.0","google/gemma-3-4b-it","None","None","None","84.0","84.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 5.0, ""mean_day_minutes"": 26.143, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 183.0}","ab_A4__r_high__rc_low__ph_peak","None","None","7.283","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0222","ab_A4__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s005","ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s003","7","peak","high","low","82.0","80.714","82","82","81","1.286","Qwen/Qwen2.5-7B-Instruct","None","None","None","82.0","80.714","1.286","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 35.0, ""mean_day_minutes"": 23.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 165.0}","ab_A4__r_high__rc_low__ph_peak","None","None","4.471","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0223","ab_A4__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s005","7","peak","high","low","92.0","92.0","92","92","92","0.0","google/gemma-3-4b-it","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 3.0, ""mean_day_minutes"": 41.286, ""n_active_days"": 1.0, ""n_hard_days"": 2.0, ""n_long_runs"": 1.0, ""n_quality_days"": 2.0, ""n_rest_days"": 1.0, ""total_minutes"": 289.0}","ab_A4__r_high__rc_low__ph_peak","None","None","19.666","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0224","ab_A4__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s012","7","peak","high","low","84.0","85.714","84","84","86","1.714","Qwen/Qwen2.5-7B-Instruct","None","None","None","84.0","85.714","1.714","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 45.0, ""mean_day_minutes"": 35.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 246.0}","ab_A4__r_high__rc_low__ph_peak","None","None","6.523","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0225","ab_A4__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s017","7","peak","high","low","87.0","87.0","87","87","87","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 3.0, ""mean_day_minutes"": 6.429, ""n_active_days"": 2.0, ""n_hard_days"": 2.0, ""n_long_runs"": 0.0, ""n_quality_days"": 2.0, ""n_rest_days"": 2.0, ""total_minutes"": 45.0}","ab_A4__r_high__rc_low__ph_peak","None","None","15.089","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0226","ab_A4__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A4__r_high__rc_low__ph_peak__prog__exp_t000__s006","7","peak","high","low","87.714","87.0","88","88","87","0.714","Qwen/Qwen2.5-7B-Instruct","None","None","None","87.714","87.0","0.714","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 8.0, ""mean_day_minutes"": 6.429, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 45.0}","ab_A4__r_low__rc_high__ph_base","None","None","1.189","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0227","ab_A4__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s005","7","base","low","high","92.0","92.0","92","92","92","0.0","google/gemma-3-4b-it","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 0.0, ""mean_day_minutes"": 1.286, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 9.0}","ab_A4__r_low__rc_high__ph_base","None","None","0.206","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0228","ab_A4__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005","ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s014","7","base","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 15.0, ""mean_day_minutes"": 9.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 67.0}","ab_A4__r_low__rc_high__ph_base","None","None","1.831","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0229","ab_A4__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s019","7","base","low","high","92.0","92.0","92","92","92","0.0","google/gemma-3-4b-it","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 21.0, ""mean_day_minutes"": 12.857, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 90.0}","ab_A4__r_low__rc_high__ph_base","None","None","2.477","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0230","ab_A4__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s013","7","base","low","high","95.0","95.0","95","95","95","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","95.0","95.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A4","None","None","None","None","None","None","{""max_day_minutes"": 18.0, ""mean_day_minutes"": 7.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 53.0}","ab_A4__r_low__rc_high__ph_base","None","None","1.571","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0231","ab_A4__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A4__r_low__rc_high__ph_base__prog__exp_t000__s010","7","base","low","high","92.0","92.0","92","92","92","0.0","google/gemma-3-4b-it","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
